"";"inst_all"
"771";"https://openalex.org/I1306687154"
"772";"https://openalex.org/I130692619"
"773";"https://openalex.org/I130701412"
"774";"https://openalex.org/I130701444"
"775";"https://openalex.org/I1307112335"
"776";"https://openalex.org/I130741802"
"777";"https://openalex.org/I130750295"
"778";"https://openalex.org/I1307569355"
"779";"https://openalex.org/I1307585291"
"780";"https://openalex.org/I130767617"
"781";"https://openalex.org/I130769515"
"782";"https://openalex.org/I1307756421"
"783";"https://openalex.org/I130785548"
"784";"https://openalex.org/I1307903636"
"785";"https://openalex.org/I1308199089"
"786";"https://openalex.org/I130823665"
"787";"https://openalex.org/I130828816"
"788";"https://openalex.org/I1308321612"
"789";"https://openalex.org/I1308891854"
"790";"https://openalex.org/I1308893265"
"791";"https://openalex.org/I1308952385"
"792";"https://openalex.org/I130905186"
"793";"https://openalex.org/I130913789"
"794";"https://openalex.org/I1309191912"
"795";"https://openalex.org/I130929987"
"796";"https://openalex.org/I1309796872"
"797";"https://openalex.org/I1310145890"
"798";"https://openalex.org/I1310269161"
"799";"https://openalex.org/I1310421338"
"800";"https://openalex.org/I1311157440"
"801";"https://openalex.org/I1311308879"
"802";"https://openalex.org/I131155284"
"803";"https://openalex.org/I1311688040"
"804";"https://openalex.org/I1311737585"
"805";"https://openalex.org/I131209590"
"806";"https://openalex.org/I131221577"
"807";"https://openalex.org/I1312237181"
"808";"https://openalex.org/I131231118"
"809";"https://openalex.org/I131249849"
"810";"https://openalex.org/I1312732213"
"811";"https://openalex.org/I1313079697"
"812";"https://openalex.org/I1313323035"
"813";"https://openalex.org/I13134134"
"814";"https://openalex.org/I1313416372"
"815";"https://openalex.org/I1314042554"
"816";"https://openalex.org/I13144388"
"817";"https://openalex.org/I1314466530"
"818";"https://openalex.org/I1314665148"
"819";"https://openalex.org/I1314707548"
"820";"https://openalex.org/I1314849024"
"821";"https://openalex.org/I1315085146"
"822";"https://openalex.org/I1315279114"
"823";"https://openalex.org/I1315501941"
"824";"https://openalex.org/I131550537"
"825";"https://openalex.org/I1315541505"
"826";"https://openalex.org/I131561025"
"827";"https://openalex.org/I131564278"
"828";"https://openalex.org/I1315792047"
"829";"https://openalex.org/I1315836254"
"830";"https://openalex.org/I1315852903"
"831";"https://openalex.org/I1315890572"
"832";"https://openalex.org/I1316017877"
"833";"https://openalex.org/I1316184350"
"834";"https://openalex.org/I1316209757"
"835";"https://openalex.org/I131632401"
"836";"https://openalex.org/I131651094"
"837";"https://openalex.org/I1316535847"
"838";"https://openalex.org/I1316675753"
"839";"https://openalex.org/I1316901054"
"840";"https://openalex.org/I1317239608"
"841";"https://openalex.org/I131729948"
"842";"https://openalex.org/I13175533"
"843";"https://openalex.org/I131762061"
"844";"https://openalex.org/I1317621060"
"845";"https://openalex.org/I1317680332"
"846";"https://openalex.org/I1317774081"
"847";"https://openalex.org/I1317776637"
"848";"https://openalex.org/I1318003438"
"849";"https://openalex.org/I131835042"
"850";"https://openalex.org/I131868736"
"851";"https://openalex.org/I1319063186"
"852";"https://openalex.org/I1319328641"
"853";"https://openalex.org/I1319360392"
"854";"https://openalex.org/I131948415"
"855";"https://openalex.org/I1319577703"
"856";"https://openalex.org/I1319597252"
"857";"https://openalex.org/I1319660883"
"858";"https://openalex.org/I1319772413"
"859";"https://openalex.org/I1319815248"
"860";"https://openalex.org/I1320351128"
"861";"https://openalex.org/I1320481043"
"862";"https://openalex.org/I132053463"
"863";"https://openalex.org/I1320745970"
"864";"https://openalex.org/I1320758411"
"865";"https://openalex.org/I1321686444"
"866";"https://openalex.org/I132257509"
"867";"https://openalex.org/I1322780083"
"868";"https://openalex.org/I132286405"
"869";"https://openalex.org/I1323121030"
"870";"https://openalex.org/I1323252656"
"871";"https://openalex.org/I1323276237"
"872";"https://openalex.org/I1323554757"
"873";"https://openalex.org/I132357854"
"874";"https://openalex.org/I132358288"
"875";"https://openalex.org/I132359460"
"876";"https://openalex.org/I13236232"
"877";"https://openalex.org/I132389103"
"878";"https://openalex.org/I1324288179"
"879";"https://openalex.org/I1324290694"
"880";"https://openalex.org/I1325072066"
"881";"https://openalex.org/I1325598122"
"882";"https://openalex.org/I132586189"
"883";"https://openalex.org/I1326018075"
"884";"https://openalex.org/I1326116301"
"885";"https://openalex.org/I1326271269"
"886";"https://openalex.org/I13268429"
"887";"https://openalex.org/I1327095140"
"888";"https://openalex.org/I1327163397"
"889";"https://openalex.org/I1327237609"
"890";"https://openalex.org/I132735039"
"891";"https://openalex.org/I132806614"
"892";"https://openalex.org/I1328215151"
"893";"https://openalex.org/I1328540965"
"894";"https://openalex.org/I1328775524"
"895";"https://openalex.org/I132877587"
"896";"https://openalex.org/I1328914791"
"897";"https://openalex.org/I1329267311"
"898";"https://openalex.org/I1329536732"
"899";"https://openalex.org/I1329578906"
"900";"https://openalex.org/I132976966"
"901";"https://openalex.org/I1329801235"
"902";"https://openalex.org/I1329879541"
"903";"https://openalex.org/I1330342723"
"904";"https://openalex.org/I1330665745"
"905";"https://openalex.org/I1330688353"
"906";"https://openalex.org/I1330855593"
"907";"https://openalex.org/I1330989302"
"908";"https://openalex.org/I1331070479"
"909";"https://openalex.org/I1331084196"
"910";"https://openalex.org/I1331168281"
"911";"https://openalex.org/I1331244760"
"912";"https://openalex.org/I1331278255"
"913";"https://openalex.org/I1331321872"
"914";"https://openalex.org/I1331384533"
"915";"https://openalex.org/I1331500379"
"916";"https://openalex.org/I1331816111"
"917";"https://openalex.org/I1331897569"
"918";"https://openalex.org/I133190216"
"919";"https://openalex.org/I1332124652"
"920";"https://openalex.org/I133229071"
"921";"https://openalex.org/I1332353952"
"922";"https://openalex.org/I1332387789"
"923";"https://openalex.org/I1332873766"
"924";"https://openalex.org/I1333070841"
"925";"https://openalex.org/I1333153716"
"926";"https://openalex.org/I1333622710"
"927";"https://openalex.org/I1334281882"
"928";"https://openalex.org/I1334329717"
"929";"https://openalex.org/I1334529163"
"930";"https://openalex.org/I1334696734"
"931";"https://openalex.org/I1334704838"
"932";"https://openalex.org/I1334725840"
"933";"https://openalex.org/I133498377"
"934";"https://openalex.org/I133529467"
"935";"https://openalex.org/I133533813"
"936";"https://openalex.org/I1335376613"
"937";"https://openalex.org/I1335486098"
"938";"https://openalex.org/I133557312"
"939";"https://openalex.org/I133599470"
"940";"https://openalex.org/I1336277565"
"941";"https://openalex.org/I1336379959"
"942";"https://openalex.org/I1336432201"
"943";"https://openalex.org/I1336834208"
"944";"https://openalex.org/I1336856363"
"945";"https://openalex.org/I1336862989"
"946";"https://openalex.org/I1336910626"
"947";"https://openalex.org/I133731052"
"948";"https://openalex.org/I133738476"
"949";"https://openalex.org/I133743585"
"950";"https://openalex.org/I1337471766"
"951";"https://openalex.org/I133769559"
"952";"https://openalex.org/I133771110"
"953";"https://openalex.org/I1337719021"
"954";"https://openalex.org/I13377790"
"955";"https://openalex.org/I1338124936"
"956";"https://openalex.org/I1338195976"
"957";"https://openalex.org/I1338293689"
"958";"https://openalex.org/I133837150"
"959";"https://openalex.org/I1338511612"
"960";"https://openalex.org/I1338678786"
"961";"https://openalex.org/I133879957"
"962";"https://openalex.org/I133903919"
"963";"https://openalex.org/I1339248906"
"964";"https://openalex.org/I133937715"
"965";"https://openalex.org/I133960621"
"966";"https://openalex.org/I133978751"
"967";"https://openalex.org/I133984924"
"968";"https://openalex.org/I133999245"
"969";"https://openalex.org/I13402291"
"970";"https://openalex.org/I134037030"
"971";"https://openalex.org/I134052481"
"972";"https://openalex.org/I1340669248"
"973";"https://openalex.org/I1340685415"
"974";"https://openalex.org/I1340728805"
"975";"https://openalex.org/I134085113"
"976";"https://openalex.org/I1340918713"
"977";"https://openalex.org/I1341049462"
"978";"https://openalex.org/I134113660"
"979";"https://openalex.org/I1341202592"
"980";"https://openalex.org/I1341282493"
"981";"https://openalex.org/I1341412227"
"982";"https://openalex.org/I134161618"
"983";"https://openalex.org/I1341618623"
"984";"https://openalex.org/I1341847395"
"985";"https://openalex.org/I134231150"
"986";"https://openalex.org/I1342364093"
"987";"https://openalex.org/I134282035"
"988";"https://openalex.org/I1342895125"
"989";"https://openalex.org/I1343253667"
"990";"https://openalex.org/I1343551460"
"991";"https://openalex.org/I134386540"
"992";"https://openalex.org/I1343871089"
"993";"https://openalex.org/I134446601"
"994";"https://openalex.org/I134542131"
"995";"https://openalex.org/I134626604"
"996";"https://openalex.org/I134635517"
"997";"https://openalex.org/I134687103"
"998";"https://openalex.org/I134694890"
"999";"https://openalex.org/I134695357"
"1000";"https://openalex.org/I13469542"
"1001";"https://openalex.org/I134705546"
"1002";"https://openalex.org/I134784518"
"1003";"https://openalex.org/I134820265"
"1004";"https://openalex.org/I134892692"
"1005";"https://openalex.org/I134900695"
"1006";"https://openalex.org/I134987099"
"1007";"https://openalex.org/I135070504"
"1008";"https://openalex.org/I13511017"
"1009";"https://openalex.org/I135117807"
"1010";"https://openalex.org/I135120706"
"1011";"https://openalex.org/I135140700"
"1012";"https://openalex.org/I1351752"
"1013";"https://openalex.org/I135191193"
"1014";"https://openalex.org/I13521601"
"1015";"https://openalex.org/I135226738"
"1016";"https://openalex.org/I135237710"
"1017";"https://openalex.org/I135310074"
"1018";"https://openalex.org/I135369504"
"1019";"https://openalex.org/I135388327"
"1020";"https://openalex.org/I135428043"
"1021";"https://openalex.org/I135437138"
"1022";"https://openalex.org/I1354457"
"1023";"https://openalex.org/I135458274"
"1024";"https://openalex.org/I135474949"
"1025";"https://openalex.org/I135564639"
"1026";"https://openalex.org/I135598925"
"1027";"https://openalex.org/I135714990"
"1028";"https://openalex.org/I135768898"
"1029";"https://openalex.org/I135790613"
"1030";"https://openalex.org/I135805028"
"1031";"https://openalex.org/I135822937"
"1032";"https://openalex.org/I135836153"
"1033";"https://openalex.org/I135905480"
"1034";"https://openalex.org/I13590829"
"1035";"https://openalex.org/I13591777"
"1036";"https://openalex.org/I135987583"
"1037";"https://openalex.org/I136040515"
"1038";"https://openalex.org/I136199984"
"1039";"https://openalex.org/I136259955"
"1040";"https://openalex.org/I136446963"
"1041";"https://openalex.org/I136533007"
"1042";"https://openalex.org/I136722135"
"1043";"https://openalex.org/I136754270"
"1044";"https://openalex.org/I136765683"
"1045";"https://openalex.org/I136806742"
"1046";"https://openalex.org/I136830121"
"1047";"https://openalex.org/I137056471"
"1048";"https://openalex.org/I137211346"
"1049";"https://openalex.org/I137265193"
"1050";"https://openalex.org/I137265801"
"1051";"https://openalex.org/I137317281"
"1052";"https://openalex.org/I137407579"
"1053";"https://openalex.org/I137479271"
"1054";"https://openalex.org/I137506752"
"1055";"https://openalex.org/I137513774"
"1056";"https://openalex.org/I137533716"
"1057";"https://openalex.org/I137534880"
"1058";"https://openalex.org/I137551348"
"1059";"https://openalex.org/I137581351"
"1060";"https://openalex.org/I137616099"
"1061";"https://openalex.org/I137666373"
"1062";"https://openalex.org/I137724175"
"1063";"https://openalex.org/I13779751"
"1064";"https://openalex.org/I137799390"
"1065";"https://openalex.org/I137853757"
"1066";"https://openalex.org/I137867983"
"1067";"https://openalex.org/I137884079"
"1068";"https://openalex.org/I137902535"
"1069";"https://openalex.org/I137932638"
"1070";"https://openalex.org/I137967721"
"1071";"https://openalex.org/I137975476"
"1072";"https://openalex.org/I137996928"
"1073";"https://openalex.org/I138006243"
"1074";"https://openalex.org/I13805885"
"1075";"https://openalex.org/I138126365"
"1076";"https://openalex.org/I138164181"
"1077";"https://openalex.org/I138187031"
"1078";"https://openalex.org/I138211613"
"1079";"https://openalex.org/I138216421"
"1080";"https://openalex.org/I138220800"
"1081";"https://openalex.org/I138504249"
"1082";"https://openalex.org/I138537684"
"1083";"https://openalex.org/I138564716"
"1084";"https://openalex.org/I138570494"
"1085";"https://openalex.org/I138622004"
"1086";"https://openalex.org/I138660223"
"1087";"https://openalex.org/I138689650"
"1088";"https://openalex.org/I138690464"
"1089";"https://openalex.org/I138801177"
"1090";"https://openalex.org/I138816502"
"1091";"https://openalex.org/I138847295"
"1092";"https://openalex.org/I138876546"
"1093";"https://openalex.org/I138900291"
"1094";"https://openalex.org/I138925566"
"1095";"https://openalex.org/I138938424"
